organisation_code,name,address1,address2,address3,city,county,postcode,opendate,closedate,telephone,practice_type
S85155,"DR MACLEOD,PARTNERS",THE MEDICAL CENTRE,12 EAST KING STREET,,HELENSBURGH,DUNBARTONSHIRE,G84 7QL,19740801,,01436 672277,4
S85193,"DRS DOYLE,FALCONER",KILCREGGAN HEALTH CENTRE,SHORE ROAD,KILCREGGAN,HELENSBURGH,DUNBARTONSHIRE,G84 0JL,19870406,,01436 842156,4
S85206,HMS NEPTUNE RN SICK QUARTERS,MEDICAL CENTRE,FASLANE,,HELENSBURGH,DUNBARTONSHIRE,G84 8HL,20120601,,,0
S85225,THE LENNOX PRACTICE,"THE VALE CENTRE FOR HEALTH,CARE",NORTH MAIN STREET,,ALEXANDRIA,DUNBARTONSHIRE,G83 0UA,19790801,,01389 828616,4
S85230,"DR N S D MACKAY,PARTNERS",75 BANK STREET,,,ALEXANDRIA,DUNBARTONSHIRE,G83 0NB,19810201,,01389 752626,4
S85244,"DR HUNTER,PARTNERS",46 - 62 BANK STREET,,,ALEXANDRIA,DUNBARTONSHIRE,G83 0LS,19750401,20110331,01389 752650,4
S85259,"DRS FURNEAUX,MCLACHLAN,MEIKLE","THE VALE CENTRE FOR HEALTH,CARE",NORTH MAIN STREET,,ALEXANDRIA,DUNBARTONSHIRE,G83 0UA,19781001,,01389 828600,4
S85263,"DRS MACRAE,PARTNERS",46 - 62 BANK STREET,,,ALEXANDRIA,DUNBARTONSHIRE,G83 0LS,19770801,20110331,01389 756029,4
S85403,OAK VIEW MEDICAL PRACTICE,"THE VALE CENTRE FOR HEALTH,CARE",NORTH MAIN STREET,,ALEXANDRIA,DUNBARTONSHIRE,G83 0UA,20110401,,01389 752650,4
S85992,RENFREWSHIRE EMERGENCY OOH SERVICE,DUMBARTON MEDICAL CENTRE,STATION ROAD,,DUMBARTON,DUNBARTONSHIRE,G82 1PW,20000801,,,0
S86001,GOUROCK MEDICAL PRACTICE,GOUROCK HEALTH CENTRE,181 SHORE STREET,,GOUROCK,RENFREWSHIRE,PA19 1AQ,19751101,,01475 634617,4
S86040,"DR M KOHLHAGEN,PARTNERS",GREENOCK HEALTH CENTRE,20 DUNCAN STREET,,GREENOCK,RENFREWSHIRE,PA15 4LY,19781101,,01475 501338,4
S86054,ORANGEFIELD PRACTICE,THE HEALTH CENTRE,20 DUNCAN STREET,,GREENOCK,RENFREWSHIRE,PA15 4LY,19700901,,01475 501334,4
S86069,GREENOCK HEALTH CENTRE,20 DUNCAN STREET,,,GREENOCK,RENFREWSHIRE,PA15 4LY,19770201,20060331,01475 501336,4
S86158,GREENOCK HEALTH CENTRE,20 DUNCAN STREET,,,GREENOCK,RENFREWSHIRE,PA15 4LY,19950401,20060331,01475 501340,4
S86162,"DR D A FOSTER,DR A E CRAWFORD",THE HEALTH CENTRE,20 DUNCAN STREET,,GREENOCK,RENFREWSHIRE,PA15 4LY,19990401,,01475 501246,4
S86177,ARDGOWAN MEDICAL PRACTICE,2 FINNART STREET,,,GREENOCK,RENFREWSHIRE,PA16 8HW,20021104,,01475 888155,4
S86181,MOUNT PLEASANT PRACTICE,STATION VIEW HEALTH CENTRE,84 HOLMSCROFT STREET,,GREENOCK,RENFREWSHIRE,PA15 4DG,20021104,,01475 884 30,4
S86196,"DRS SIMPSON,LUTY,GOVINDAPPA",DOREMA,BRIDGE OF WEIR ROAD,,KILMACOLM,RENFREWSHIRE,PA13 4AP,19791201,,01505 872155,4
S86209,"DRS E MANASSES,M AROKIANATHAN,B MCCUSKER",THE NEW SURGERY,THE CARGILL CENTRE,LOCHWINNOCH ROAD,KILMACOLM,RENFREWSHIRE,PA13 4LE,19900401,,01505 872844,4
S86228,"DR HOGAN,ALLEN,QUINN",THE HEALTH CENTRE,20 DUNCAN STREET,,GREENOCK,RENFREWSHIRE,PA15 4LY,20000401,,01475 501337,4
S86271,"DRS MCCARTNEY,SMITH,ADDISCOTT",THE HEALTH CENTRE,2 BAY STREET,,PORT GLASGOW,RENFREWSHIRE,PA14 5EW,19800801,,01475 745321,4
S86285,"DRS MACDONALD,MITCHELL,ROLLAND",THE HEALTH CENTRE,2 BAY STREET,,PORT GLASGOW,RENFREWSHIRE,PA14 5EW,19910401,,01475 506038,4
S86317,DR J G BOGAN AND DR L A S NICOL,THE HEALTH CENTRE,2 BAY STREET,,PORT GLASGOW,RENFREWSHIRE,PA14 5EW,19921001,,01475 506004,4
S86321,"DRS WILKIE,FARRELL,CAMPBELL,POPE",THE HEALTH CENTRE,2 BAY STREET,,PORT GLASGOW,RENFREWSHIRE,PA14 5EW,19921001,,01475 745321,4
S86336,"DRS MUTCH,HOLMS,BOYCE,DOOLEY",MEDICAL CENTRE,4 DUBBS PLACE,,PORT GLASGOW,RENFREWSHIRE,PA14 5UD,19940718,,01475 705604,4
S86341,THE ROXBURGH PRACTICE,STATION VIEW HEALTH CENTRE,84 HOLMSCROFT STREET,,GREENOCK,RENFREWSHIRE,PA15 4DG,20011001,,01475 558300,4
S86355,REGENT MEDICAL PRACTICE,THE HEALTH CENTRE,20 DUNCAN STREET,,GREENOCK,RENFREWSHIRE,PA15 4LY,20060401,,01475 553560,4
S86995,INVERCLYDE DOCTORS EMERGENCY SERVICE,THE HEALTH CENTRE,20 DUNCAN STREET,,GREENOCK,RENFREWSHIRE,PA15 4LY,20030401,,01475 724477,0
S87019,GLENIFFER MEDICAL GROUP,"BARRHEAD HEALTH,CARE CENTRE",213 MAIN STREET,BARRHEAD,GLASGOW,LANARKSHIRE,G78 1SW,19761001,,,4
S87023,"DR A CAPALDI,DR J DUDGEON",NEILSTON MEDICAL CENTRE,1 HIGH STREET,NEILSTON,GLASGOW,LANARKSHIRE,G78 3HJ,19900401,,0141 880 650,4
S87081,BARRHEAD HEALTH CENTRE,201 MAIN STREET,BARRHEAD,,GLASGOW,LANARKSHIRE,G78 1SA,20000526,20000604,0141 880 616,4
S87108,THE OAKS MEDICAL PRACTICE,1ST FLOOR,"BARRHEAD HEALTH,CARE CENTRE","213 MAIN STREET,BARRHEAD",GLASGOW,LANARKSHIRE,G78 1SW,20000405,,0141 800 708,4
S87112,BISHOPTON MEDICAL PRACTICE,GREENOCK ROAD,,,BISHOPTON,RENFREWSHIRE,PA7 5AW,19811101,,01505 863223,4
S87146,"DR SMITH,PARTNERS",THE SURGERY,KIRK ROAD,HOUSTON,JOHNSTONE,RENFREWSHIRE,PA6 7AR,19810201,,01505 613240,4
S87165,LEVERN MEDICAL GROUP,"BARRHEAD HEALTH,CARE CENTRE",213 MAIN STREET,BARRHEAD,GLASGOW,LANARKSHIRE,G78 1SW,20020601,,0141 800 700,4
S87184,"DRS MURRAY.WILLS,MACPHERSON,HANLEY,TOBIN",MAINS MEDICAL CENTRE,300 MAINS DRIVE,,ERSKINE,RENFREWSHIRE,PA8 7JQ,19790701,,0141 812 323,4
S87235,BRIDGEWATER MEDICAL CENTRE,15 KILPATRICK DRIVE,,,ERSKINE,RENFREWSHIRE,PA8 7AF,19910401,,0141 812 202,4
S87240,"DRS GRIFFITH,SCULLION,HAMILTON,BORLAND",ERSKINE CLINIC,BARRGARRAN CENTRE,,ERSKINE,RENFREWSHIRE,PA8 6BS,20000401,,0141 314 931,4
S87288,"DR DHIYA,PARTNER",WESTFIELD SURGERY,LINDEN MEDICAL CENTRE,FLOORS STREET,JOHNSTONE,RENFREWSHIRE,PA5 8PZ,19860601,20110331,01505 337888,4
S87292,LUDOVIC MEDICAL PRACTICE,60 QUARRY STREET,,,JOHNSTONE,RENFREWSHIRE,PA5 8EY,19890101,,01505 324348,4
S87305,QUARRYSIDE PRACTICE,LINDEN MEDICAL CENTRE,25 FLOORS STREET,,JOHNSTONE,RENFREWSHIRE,PA5 8PZ,19751001,,01505 321733,4
S87324,RAVENSWOOD SURGERY,THOMSON AVENUE,,,JOHNSTONE,RENFREWSHIRE,PA5 8SU,19880822,,01505 331979,4
S87339,"DRS CUNNING,HOWIE",RIVERVIEW MEDICAL CENTRE,6 GEORGE STREET,,JOHNSTONE,RENFREWSHIRE,PA5 8SL,19940701,,01505 320208,4
S87343,"DR CASSIDY,PARTNERS",LINDEN MEDICAL CENTRE,25 FLOORS STREET,,JOHNSTONE,RENFREWSHIRE,PA5 8PZ,19940701,,01505 320151,4
S87377,DR D S KHANNA,LINDEN MEDICAL CENTRE,25 FLOORS STREET,,JOHNSTONE,RENFREWSHIRE,PA5 8PZ,19811201,20110331,01505 331673,4
S87409,"DR RICHMOND,PARTNERS",LINWOOD HEALTH CENTRE,5 BRIDGE STREET,LINWOOD,PAISLEY,RENFREWSHIRE,PA3 3DB,19800901,,01505 321051,4
S87432,MISTYLAW MEDICAL PRACTICE,31 MAIN STREET,,,LOCHWINNOCH,RENFREWSHIRE,PA12 4AH,19790701,,01505 842200,4
S87466,THE CHARLESTON SURGERY,5 SOUTH CAMPBELL STREET,,,PAISLEY,RENFREWSHIRE,PA2 6LR,19800801,,0141 889 437,4
S87471,ANCHOR MILL MEDICAL PRACTICE,4 SAUCEL CRESCENT,,,PAISLEY,RENFREWSHIRE,PA1 1UB,19690401,,0141 889 880,4
S87485,"DR A LATIF,DR A MAHMOOD",THE TANNAHILL CENTRE,76 BLACKSTOUN ROAD,,PAISLEY,RENFREWSHIRE,PA3 1NT,19880101,,0141 889 763,4
S87490,KING STREET SURGERY,THE SURGERY,15 KING STREET,,PAISLEY,RENFREWSHIRE,PA1 2PS,19810801,,0141 889 314,4
S87502,THE CONSULTING ROOMS,21 NEILSTON ROAD,,,PAISLEY,RENFREWSHIRE,PA2 6LW,19780401,,0141 889 527,4
S87517,GLENBURN MEDICAL PRACTICE,GLENBURN HEALTH CENTRE,FAIRWAY AVENUE,,PAISLEY,RENFREWSHIRE,PA2 8DX,19810901,,0141 884 778,4
S87521,"DRS CRAMPSEY,GALLOWAY",KELBOURNE SURGERY,NORTHCROFT MEDICAL CENTRE,NORTH CROFT STREET,PAISLEY,RENFREWSHIRE,PA3 4AD,19870301,,0141 889 335,4
S87541,THE GREENLAW PRACTICE,NORTHCROFT MEDICAL CENTRE,NORTH CROFT STREET,,PAISLEY,RENFREWSHIRE,PA3 4AD,19691001,,0141 889 846,4
S87555,THE MIRIN PRACTICE,THE SURGERY,3 GLASGOW ROAD,,PAISLEY,RENFREWSHIRE,PA1 3QS,19780901,,0141 889 260,4
S87560,THE LOVE STREET MEDICAL CENTRE,40 LOVE STREET,,,PAISLEY,RENFREWSHIRE,PA3 2DY,19900401,,0141 531 343,4
S87574,DRS.MASON AND MCDADE,ST. JAMES STREET MEDICAL CENTRE,19 ST. JAMES STREET,,PAISLEY,RENFREWSHIRE,PA3 2HQ,19790601,,0141 889 550,4
S87606,THE BARONY PRACTICE,NORTHCROFT MEDICAL CENTRE,NORTH CROFT STREET,,PAISLEY,RENFREWSHIRE,PA3 4AD,19951201,,0141 889 373,4
S87625,ABBEY MEDICAL CENTRE,LONEND,,,PAISLEY,RENFREWSHIRE,PA1 1SU,19960101,,0141 889 408,4
S87630,PAISLEY COMMUNITY MENTAL HEALTH,DYKEBAR HOSPITAL,GRAHAMSTON ROAD,,PAISLEY,RENFREWSHIRE,PA2 7DE,20030127,,,0
S87697,BRAEHEAD MEDICAL PRACTICE,RENFREW HEALTH CENTRE,10 FERRY ROAD,,RENFREW,RENFREWSHIRE,PA4 8RU,19790701,,0141 207 748,4
S87700,CLYDEVIEW MEDICAL PRACTICE,RENFREW HEALTH CENTRE,10 FERRY ROAD,,RENFREW,RENFREWSHIRE,PA4 8RU,19820201,,0141 207 773,4
S87714,KINGSINCH MEDICAL PRACTICE,RENFREW HEALTH CENTRE,10 FERRY ROAD,,RENFREW,RENFREWSHIRE,PA4 8RU,19801001,,0141 207 770,4
S87729,WESTFIELD MEDICAL PRACTICE,LINDEN MEDICAL CENTRE,25 FLOORS STREET,,JOHNSTONE,RENFREWSHIRE,PA5 8PZ,20110401,,01505 337999,4
S89993,PRIMARY CARE EMERGENCY SERVICE,GP OUT OF HOURS LOMOND,VALE OF LEVEN GENERAL HOSPITAL,NORTH MAIN STREET,ALEXANDRIA,DUNBARTONSHIRE,G83 0UA,19900401,,,0
S90007,BORVE MEDICAL PRACTICE,GEARRA MOR SURGERY,BORVE,,ISLE OF LEWIS,ISLE OF LEWIS,HS2 0RX,19900401,20051031,01851 850282,4
S90026,CARLOWAY MEDICAL PRACTICE,THE SURGERY,CARLOWAY,,ISLE OF LEWIS,ISLE OF LEWIS,HS2 9AG,19900401,20051031,01851 643333,4
S90031,THE GROUP PRACTICE,SPRINGFIELD ROAD,,,STORNOWAY,ISLE OF LEWIS,HS1 2PS,19850801,,01851 703145,4
S90064,"UIG,BERNERA MEDICAL PRACTICE",MIAVAIG,,,ISLE OF LEWIS,ISLE OF LEWIS,HS2 9HW,19730401,20110430,01851 672283,4
S90079,NORTH LOCHS MEDICAL PRACTICE,GLEANN MOR,LOCHS,,ISLE OF LEWIS,ISLE OF LEWIS,HS2 9JP,19900401,20110430,01851 860222,4
S90083,PAIRC MEDICAL PRACTICE,BLAR MHOR,GRAVIR,,ISLE OF LEWIS,ISLE OF LEWIS,HS2 9QX,19820304,20110430,01851 880272,4
S90098,NORTH HARRIS MEDICAL PRACTICE,THE SURGERY,,,TARBERT,ISLE OF HARRIS,HS3 3BG,19700101,,01859 502421,4
S90101,SOUTH HARRIS MEDICAL PRACTICE,FERRY ROAD,,,LEVERBURGH,ISLE OF HARRIS,HS5 3UA,19891001,,01859 520278,4
S90115,NORTH UIST MEDICAL PRACTICE,THE SURGERY,,,LOCHMADDY,ISLE OF NORTH UIST,HS6 5AE,19911001,,01876 500333,4
S90120,BENBECULA MEDICAL PRACTICE,SORELLE LODGE SURGERY,,,GRIMINISH,ISLE OF BENBECULA,HS7 5QA,19910701,,01870 602215,4
S90134,SOUTH UIST MEDICAL PRACTICE,DALIBURGH,,,ISLE OF SOUTH UIST,ISLE OF SOUTH UIST,HS8 5SS,19900401,,01878 700302,4
S90149,BARRA MEDICAL PRACTICE,CLACH MILE SURGERY,,,CASTLEBAY,ISLE OF BARRA,HS9 5XD,19821001,,01871 810282,4
S90153,LEWIS OUT OF HOURS CENTRE,WESTERN ISLES HOSPITAL,MACAULAY ROAD,,STORNOWAY,ISLE OF LEWIS,HS1 2AF,20040622,,01851 704 70,2
S90168,OUT OF HOURS CENTRE (UIST),UIST AND BARRA HOSPITAL,,,BALIVANICH,ISLE OF BENBECULA,HS7 5LA,20040601,,,2
S90172,BROADBAY MEDICAL PRACTICE,16 FRANCIS STREET,,,STORNOWAY,ISLE OF LEWIS,HS1 2XB,20040701,,01851 703588,4
S90187,WESTSIDE MEDICAL PRACTICE,THE SURGERY,CARLOWAY,,ISLE OF LEWIS,ISLE OF LEWIS,HS2 9AG,20051101,,01851 850282,4
S90191,LANGABHAT MEDICAL PRACTICE,NORTH LOCHS MEDICAL PRACTICE,GLEANN MOR,LEURBOST,ISLE OF LEWIS,ISLE OF LEWIS,HS2 9JP,20110501,,01851 860222,4
